TS|(Arduino),TS|(Rpi),CH4|MQ4|Description for MQ4,CO|MQ7|Description for MQ7,Gen|MQ5|Description for MQ5,Alcohol|MQ3|Description for MQ3,NH3|MQ135|Description for MQ135,Comb|MQ2|Description for MQ2,SCD time|SCD41|description SCD41,ppm CO2|SCD41|description SCD41,C|SCD41|description SCD41,ticksC|SCD41|description SCD41,RH|SCD41|description SCD41,ticksRH|SCD41|description SCD41,Session
2023-12-05 23:10:41.592,2023-12-05 22:57:55.715,247.00,41.00,139.00,205.00,168.00,204.00,2023-12-05 22:57:54.536,1489,26.7559814453125,26872,33.27178955078125,21805,2023-12-05 22:45:50
2023-12-05 23:10:41.786,2023-12-05 22:57:55.910,197.00,41.00,140.00,161.00,168.00,178.00,2023-12-05 22:57:54.536,1489,26.7559814453125,26872,33.27178955078125,21805,2023-12-05 22:45:50
2023-12-05 23:10:41.979,2023-12-05 22:57:56.105,220.00,39.00,140.00,171.00,168.00,183.00,2023-12-05 22:57:54.536,1489,26.7559814453125,26872,33.27178955078125,21805,2023-12-05 22:45:50
2023-12-05 23:10:42.173,2023-12-05 22:57:56.296,273.00,39.00,137.00,217.00,168.00,209.00,2023-12-05 22:57:54.536,1489,26.7559814453125,26872,33.27178955078125,21805,2023-12-05 22:45:50
2023-12-05 23:10:42.366,2023-12-05 22:57:56.489,189.00,44.00,137.00,159.00,167.00,176.00,2023-12-05 22:57:54.536,1489,26.7559814453125,26872,33.27178955078125,21805,2023-12-05 22:45:50
2023-12-05 23:10:42.560,2023-12-05 22:57:56.686,215.00,42.00,139.00,172.00,170.00,185.00,2023-12-05 22:57:54.536,1489,26.7559814453125,26872,33.27178955078125,21805,2023-12-05 22:45:50
2023-12-05 23:10:42.753,2023-12-05 22:57:56.879,284.00,41.00,140.00,220.00,167.00,212.00,2023-12-05 22:57:54.536,1489,26.7559814453125,26872,33.27178955078125,21805,2023-12-05 22:45:50
2023-12-05 23:10:42.947,2023-12-05 22:57:57.072,183.00,39.00,140.00,155.00,168.00,174.00,2023-12-05 22:57:54.536,1489,26.7559814453125,26872,33.27178955078125,21805,2023-12-05 22:45:50
2023-12-05 23:10:43.141,2023-12-05 22:57:57.268,216.00,42.00,136.00,172.00,165.00,186.00,2023-12-05 22:57:54.536,1489,26.7559814453125,26872,33.27178955078125,21805,2023-12-05 22:45:50
2023-12-05 23:10:43.333,2023-12-05 22:57:57.457,291.00,40.00,138.00,222.00,167.00,213.00,2023-12-05 22:57:54.536,1489,26.7559814453125,26872,33.27178955078125,21805,2023-12-05 22:45:50
2023-12-05 23:10:43.527,2023-12-05 22:57:57.653,175.00,39.00,138.00,154.00,167.00,178.00,2023-12-05 22:57:54.536,1489,26.7559814453125,26872,33.27178955078125,21805,2023-12-05 22:45:50
2023-12-05 23:10:43.720,2023-12-05 22:57:57.846,215.00,39.00,139.00,172.00,168.00,185.00,2023-12-05 22:57:54.536,1489,26.7559814453125,26872,33.27178955078125,21805,2023-12-05 22:45:50
2023-12-05 23:10:43.914,2023-12-05 22:57:58.039,290.00,39.00,137.00,212.00,167.00,203.00,2023-12-05 22:57:54.536,1489,26.7559814453125,26872,33.27178955078125,21805,2023-12-05 22:45:50
2023-12-05 23:10:44.107,2023-12-05 22:57:58.235,195.00,40.00,139.00,173.00,167.00,189.00,2023-12-05 22:57:54.536,1489,26.7559814453125,26872,33.27178955078125,21805,2023-12-05 22:45:50
2023-12-05 23:10:44.301,2023-12-05 22:57:58.426,209.00,43.00,137.00,167.00,165.00,183.00,2023-12-05 22:57:54.536,1489,26.7559814453125,26872,33.27178955078125,21805,2023-12-05 22:45:50
2023-12-05 23:10:44.494,2023-12-05 22:57:58.620,272.00,44.00,139.00,199.00,168.00,195.00,2023-12-05 22:57:54.536,1489,26.7559814453125,26872,33.27178955078125,21805,2023-12-05 22:45:50
2023-12-05 23:10:44.688,2023-12-05 22:57:58.817,226.00,42.00,140.00,194.00,166.00,199.00,2023-12-05 22:57:54.536,1489,26.7559814453125,26872,33.27178955078125,21805,2023-12-05 22:45:50
2023-12-05 23:10:44.881,2023-12-05 22:57:59.007,202.00,39.00,140.00,165.00,168.00,179.00,2023-12-05 22:57:54.536,1489,26.7559814453125,26872,33.27178955078125,21805,2023-12-05 22:45:50
2023-12-05 23:10:45.075,2023-12-05 22:57:59.202,243.00,41.00,139.00,181.00,168.00,183.00,2023-12-05 22:57:54.536,1489,26.7559814453125,26872,33.27178955078125,21805,2023-12-05 22:45:50
2023-12-05 23:10:45.268,2023-12-05 22:57:59.397,256.00,42.00,138.00,211.00,165.00,209.00,2023-12-05 22:57:54.536,1489,26.7559814453125,26872,33.27178955078125,21805,2023-12-05 22:45:50
2023-12-05 23:10:45.462,2023-12-05 22:57:59.594,196.00,41.00,138.00,161.00,165.00,176.00,2023-12-05 22:57:59.546,1489,26.77734375,26880,33.24737548828125,21789,2023-12-05 22:45:50
2023-12-05 23:10:45.655,2023-12-05 22:57:59.783,217.00,40.00,140.00,171.00,168.00,183.00,2023-12-05 22:57:59.546,1489,26.77734375,26880,33.24737548828125,21789,2023-12-05 22:45:50
2023-12-05 23:10:45.849,2023-12-05 22:57:59.976,278.00,42.00,138.00,219.00,165.00,211.00,2023-12-05 22:57:59.546,1489,26.77734375,26880,33.24737548828125,21789,2023-12-05 22:45:50
2023-12-05 23:10:46.043,2023-12-05 22:58:00.169,188.00,39.00,140.00,159.00,168.00,175.00,2023-12-05 22:57:59.546,1489,26.77734375,26880,33.24737548828125,21789,2023-12-05 22:45:50
2023-12-05 23:10:46.236,2023-12-05 22:58:00.366,216.00,44.00,137.00,172.00,167.00,185.00,2023-12-05 22:57:59.546,1489,26.77734375,26880,33.24737548828125,21789,2023-12-05 22:45:50
2023-12-05 23:10:46.429,2023-12-05 22:58:00.556,286.00,41.00,140.00,220.00,167.00,213.00,2023-12-05 22:57:59.546,1489,26.77734375,26880,33.24737548828125,21789,2023-12-05 22:45:50
