TS|(Overall),TS|(Rpi),CH4|MQ4|Description for MQ4,CO|MQ7|Description for MQ7,Gen|MQ5|Description for MQ5,Alcohol|MQ3|Description for MQ3,NH3|MQ135|Description for MQ135,Comb|MQ2|Description for MQ2,SCDtime|SCD41|descriptionSCD41,CO2|SCD41|descriptionSCD41,C|SCD41|descriptionSCD41,ticksC|SCD41|description SCD41,RH|SCD41|description SCD41,ticksRH|SCD41|description SCD41,Session
2023-12-07 00:24:03.073,2023-12-06 23:12:18.834,211.00,48.00,143.00,167.00,201.00,204.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:03.266,2023-12-06 23:12:19.027,233.00,49.00,142.00,178.00,201.00,212.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:03.460,2023-12-06 23:12:19.221,284.00,48.00,144.00,211.00,203.00,230.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:03.653,2023-12-06 23:12:19.415,210.00,48.00,144.00,165.00,202.00,203.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:03.847,2023-12-06 23:12:19.609,232.00,48.00,143.00,178.00,201.00,212.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:04.040,2023-12-06 23:12:19.802,287.00,47.00,143.00,213.00,202.00,231.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:04.234,2023-12-06 23:12:19.996,207.00,48.00,143.00,164.00,201.00,202.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:04.428,2023-12-06 23:12:20.189,232.00,49.00,142.00,178.00,201.00,212.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:04.621,2023-12-06 23:12:20.383,290.00,48.00,143.00,215.00,202.00,231.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:04.814,2023-12-06 23:12:20.577,203.00,47.00,143.00,163.00,203.00,200.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:05.007,2023-12-06 23:12:20.890,231.00,49.00,144.00,178.00,203.00,212.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:05.201,2023-12-06 23:12:21.135,293.00,48.00,144.00,216.00,202.00,230.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:05.394,2023-12-06 23:12:21.367,199.00,47.00,143.00,165.00,202.00,206.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:05.588,2023-12-06 23:12:21.573,231.00,48.00,144.00,177.00,201.00,212.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:05.781,2023-12-06 23:12:21.803,292.00,47.00,144.00,210.00,201.00,228.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:05.975,2023-12-06 23:12:22.038,209.00,48.00,143.00,173.00,202.00,210.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:06.168,2023-12-06 23:12:22.275,228.00,47.00,144.00,175.00,202.00,211.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:06.362,2023-12-06 23:12:22.517,285.00,47.00,143.00,207.00,201.00,225.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:06.555,2023-12-06 23:12:22.707,220.00,47.00,143.00,180.00,202.00,215.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:06.749,2023-12-06 23:12:22.939,225.00,47.00,143.00,172.00,202.00,208.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:06.942,2023-12-06 23:12:23.158,277.00,49.00,143.00,201.00,202.00,220.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:07.136,2023-12-06 23:12:23.400,233.00,48.00,144.00,187.00,202.00,218.00,,,,,,,2023-12-06 23:12:20
2023-12-07 00:24:07.330,2023-12-06 23:12:23.641,222.00,48.00,143.00,172.00,202.00,208.00,2023-12-06 23:12:23.650,0,0,0,0,0,2023-12-06 23:12:20
2023-12-07 00:24:07.522,2023-12-06 23:12:23.887,268.00,48.00,143.00,194.00,201.00,217.00,2023-12-06 23:12:23.650,0,0,0,0,0,2023-12-06 23:12:20
2023-12-07 00:24:07.716,2023-12-06 23:12:24.108,247.00,48.00,144.00,194.00,202.00,223.00,2023-12-06 23:12:23.650,0,0,0,0,0,2023-12-06 23:12:20
2023-12-07 00:24:07.909,2023-12-06 23:12:24.324,220.00,48.00,144.00,171.00,201.00,207.00,2023-12-06 23:12:23.650,0,0,0,0,0,2023-12-06 23:12:20
2023-12-07 00:24:08.103,2023-12-06 23:12:24.563,255.00,48.00,144.00,186.00,204.00,213.00,2023-12-06 23:12:23.650,0,0,0,0,0,2023-12-06 23:12:20
2023-12-07 00:24:08.296,2023-12-06 23:12:24.802,260.00,49.00,143.00,202.00,203.00,226.00,2023-12-06 23:12:23.650,0,0,0,0,0,2023-12-06 23:12:20
2023-12-07 00:24:26.676,2023-12-06 23:12:42.766,279.00,48.00,143.00,201.00,201.00,220.00,2023-12-06 23:12:28.671,0,0,0,0,0,2023-12-06 23:12:20
2023-12-07 00:24:27.449,2023-12-06 23:12:43.452,246.00,48.00,143.00,194.00,201.00,223.00,2023-12-06 23:12:33.684,0,0,0,0,0,2023-12-06 23:12:20
2023-12-07 00:24:27.643,2023-12-06 23:12:43.674,219.00,48.00,144.00,170.00,202.00,206.00,2023-12-06 23:12:38.692,0,0,0,0,0,2023-12-06 23:12:20
2023-12-07 00:24:27.836,2023-12-06 23:12:43.925,256.00,48.00,143.00,186.00,201.00,211.00,2023-12-06 23:12:43.707,0,0,0,0,0,2023-12-06 23:12:20
2023-12-07 00:24:28.030,2023-12-06 23:12:44.176,260.00,45.00,143.00,202.00,201.00,226.00,2023-12-06 23:12:43.707,0,0,0,0,0,2023-12-06 23:12:20
