TS|(Arduino),TS|(Rpi),CH4|MQ4|Description for MQ4,CO|MQ7|Description for MQ7,Gen|MQ5|Description for MQ5,Alcohol|MQ3|Description for MQ3,NH3|MQ135|Description for MQ135,Comb|MQ2|Description for MQ2,SCD time|SCD41|description SCD41,ppm CO2|SCD41|description SCD41,C|SCD41|description SCD41,ticksC|SCD41|description SCD41,RH|SCD41|description SCD41,ticksRH|SCD41|description SCD41,Session
2023-07-31 08:54:41.190,2023-07-31 08:54:41.291,177.03,130.68,133.99,420.78,116.62,333.92,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:41.290,2023-07-31 08:54:41.391,188.19,192.8,125.38,479.56,140.17,363.35,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:41.391,2023-07-31 08:54:41.491,103.0,117.17,135.21,412.96,106.61,369.65,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:41.491,2023-07-31 08:54:41.591,153.51,126.39,139.92,422.48,160.92,398.19,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:41.591,2023-07-31 08:54:41.692,122.66,195.75,123.99,432.31,189.43,311.34,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:41.692,2023-07-31 08:54:41.792,172.96,112.15,113.4,452.45,163.38,360.68,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:41.792,2023-07-31 08:54:41.892,178.17,183.34,142.12,454.02,178.3,374.26,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:41.892,2023-07-31 08:54:41.992,140.44,160.77,143.08,461.96,129.9,336.06,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:41.992,2023-07-31 08:54:42.093,144.88,193.29,180.86,409.36,134.91,328.13,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:42.093,2023-07-31 08:54:42.193,157.09,119.73,151.2,480.46,161.28,395.04,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:42.193,2023-07-31 08:54:42.293,138.87,174.87,187.66,421.79,157.88,332.16,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:42.293,2023-07-31 08:54:42.393,143.88,185.7,128.1,467.95,190.99,387.56,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:42.393,2023-07-31 08:54:42.494,137.81,173.87,149.65,478.17,145.91,347.35,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:42.493,2023-07-31 08:54:42.594,131.3,101.46,107.32,413.05,152.51,311.88,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:42.594,2023-07-31 08:54:42.694,170.86,134.38,173.11,440.67,131.33,314.3,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:42.694,2023-07-31 08:54:42.794,124.81,173.23,163.24,475.33,174.76,359.69,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:42.794,2023-07-31 08:54:42.895,106.61,112.5,137.75,429.74,129.73,370.49,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:42.894,2023-07-31 08:54:42.995,143.21,110.92,164.89,450.45,126.83,364.42,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:42.995,2023-07-31 08:54:43.095,134.65,192.81,192.93,411.66,143.66,300.35,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:43.095,2023-07-31 08:54:43.195,105.85,144.23,150.16,436.49,158.77,331.57,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:43.195,2023-07-31 08:54:43.296,137.43,156.33,121.03,449.7,186.32,385.17,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:43.295,2023-07-31 08:54:43.396,120.34,175.92,108.88,429.92,109.48,329.42,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:43.395,2023-07-31 08:54:43.496,165.82,130.23,102.51,485.92,171.27,321.25,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:43.496,2023-07-31 08:54:43.596,177.02,121.28,178.63,492.07,100.93,381.78,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:43.596,2023-07-31 08:54:43.696,117.38,116.46,123.86,428.81,141.82,338.72,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:43.696,2023-07-31 08:54:43.797,172.01,126.97,172.96,487.45,191.77,365.31,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:43.796,2023-07-31 08:54:43.897,119.73,167.03,159.28,427.3,143.31,307.55,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:43.897,2023-07-31 08:54:43.997,114.54,184.53,128.73,422.48,157.46,301.26,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
2023-07-31 08:54:43.997,2023-07-31 08:54:44.097,195.39,168.3,141.11,469.43,123.97,363.82,2023-07-31 08:54:39.625,113.92,31.4,1690786479.6256487,162.2,1690786479.6256487,2023-07-31 08:46:21
