TS|(Arduino),TS|(Rpi),CH4|MQ4|Description for MQ4,CO|MQ7|Description for MQ7,Gen|MQ5|Description for MQ5,Alcohol|MQ3|Description for MQ3,NH3|MQ135|Description for MQ135,Comb|MQ2|Description for MQ2,SCD time|SCD41|description SCD41,ppm CO2|SCD41|description SCD41,C|SCD41|description SCD41,ticksC|SCD41|description SCD41,RH|SCD41|description SCD41,ticksRH|SCD41|description SCD41,Session
2023-07-31 08:58:01.723,2023-07-31 08:58:01.824,111.56,112.63,129.67,442.38,156.71,371.78,2023-07-31 08:57:59.649,108.89,30.9,1690786679.6490579,150.8,1690786679.6490579,2023-07-31 08:46:21
2023-07-31 08:58:01.824,2023-07-31 08:58:01.924,153.6,105.81,123.03,424.96,114.11,327.88,2023-07-31 08:57:59.649,108.89,30.9,1690786679.6490579,150.8,1690786679.6490579,2023-07-31 08:46:21
2023-07-31 08:58:01.924,2023-07-31 08:58:02.024,139.91,195.71,104.62,408.56,104.4,365.7,2023-07-31 08:57:59.649,108.89,30.9,1690786679.6490579,150.8,1690786679.6490579,2023-07-31 08:46:21
2023-07-31 08:58:02.024,2023-07-31 08:58:02.125,109.46,115.69,182.03,425.71,198.37,368.75,2023-07-31 08:57:59.649,108.89,30.9,1690786679.6490579,150.8,1690786679.6490579,2023-07-31 08:46:21
2023-07-31 08:58:02.124,2023-07-31 08:58:02.225,122.18,174.95,173.44,418.02,167.21,385.04,2023-07-31 08:57:59.649,108.89,30.9,1690786679.6490579,150.8,1690786679.6490579,2023-07-31 08:46:21
2023-07-31 08:58:02.225,2023-07-31 08:58:02.326,133.88,158.41,165.84,415.93,123.19,370.57,2023-07-31 08:57:59.649,108.89,30.9,1690786679.6490579,150.8,1690786679.6490579,2023-07-31 08:46:21
2023-07-31 08:58:02.325,2023-07-31 08:58:02.426,107.85,178.94,184.15,499.66,193.53,397.65,2023-07-31 08:57:59.649,108.89,30.9,1690786679.6490579,150.8,1690786679.6490579,2023-07-31 08:46:21
2023-07-31 08:58:02.426,2023-07-31 08:58:02.526,195.51,118.85,199.53,436.33,188.01,378.61,2023-07-31 08:57:59.649,108.89,30.9,1690786679.6490579,150.8,1690786679.6490579,2023-07-31 08:46:21
2023-07-31 08:58:02.526,2023-07-31 08:58:02.626,126.13,115.44,188.76,485.01,131.31,344.21,2023-07-31 08:57:59.649,108.89,30.9,1690786679.6490579,150.8,1690786679.6490579,2023-07-31 08:46:21
2023-07-31 08:58:02.626,2023-07-31 08:58:02.726,193.09,108.06,124.79,461.09,113.61,347.92,2023-07-31 08:57:59.649,108.89,30.9,1690786679.6490579,150.8,1690786679.6490579,2023-07-31 08:46:21
2023-07-31 08:58:02.726,2023-07-31 08:58:02.826,116.48,121.26,143.6,476.88,148.23,322.55,2023-07-31 08:57:59.649,108.89,30.9,1690786679.6490579,150.8,1690786679.6490579,2023-07-31 08:46:21
2023-07-31 08:58:02.826,2023-07-31 08:58:02.927,145.72,124.08,193.9,468.9,142.11,361.32,2023-07-31 08:57:59.649,108.89,30.9,1690786679.6490579,150.8,1690786679.6490579,2023-07-31 08:46:21
