TS|(Arduino),TS|(Rpi),CH4|MQ4|Description for MQ4,CO|MQ7|Description for MQ7,Gen|MQ5|Description for MQ5,Alcohol|MQ3|Description for MQ3,NH3|MQ135|Description for MQ135,Comb|MQ2|Description for MQ2,SCD time|SCD41|description SCD41,ppm CO2|SCD41|description SCD41,C|SCD41|description SCD41,ticksC|SCD41|description SCD41,RH|SCD41|description SCD41,ticksRH|SCD41|description SCD41,Session
2023-07-31 09:06:23.264,2023-07-31 09:06:23.365,178.52,129.31,159.96,431.24,101.85,364.52,2023-07-31 09:06:19.699,183.76,33.5,1690787179.6998959,102.14,1690787179.6998959,2023-07-31 08:46:21
2023-07-31 09:06:23.365,2023-07-31 09:06:23.465,131.23,121.69,170.4,474.09,144.8,358.86,2023-07-31 09:06:19.699,183.76,33.5,1690787179.6998959,102.14,1690787179.6998959,2023-07-31 08:46:21
2023-07-31 09:06:23.465,2023-07-31 09:06:23.565,127.4,116.06,129.29,450.05,155.54,349.39,2023-07-31 09:06:19.699,183.76,33.5,1690787179.6998959,102.14,1690787179.6998959,2023-07-31 08:46:21
2023-07-31 09:06:23.565,2023-07-31 09:06:23.666,164.38,100.0,140.53,465.71,176.7,395.21,2023-07-31 09:06:19.699,183.76,33.5,1690787179.6998959,102.14,1690787179.6998959,2023-07-31 08:46:21
2023-07-31 09:06:23.665,2023-07-31 09:06:23.766,101.22,186.31,151.52,400.15,164.23,342.76,2023-07-31 09:06:19.699,183.76,33.5,1690787179.6998959,102.14,1690787179.6998959,2023-07-31 08:46:21
2023-07-31 09:06:23.766,2023-07-31 09:06:23.866,102.44,181.69,110.22,499.02,144.26,391.53,2023-07-31 09:06:19.699,183.76,33.5,1690787179.6998959,102.14,1690787179.6998959,2023-07-31 08:46:21
2023-07-31 09:06:23.866,2023-07-31 09:06:23.966,176.6,198.79,181.87,452.8,157.43,333.41,2023-07-31 09:06:19.699,183.76,33.5,1690787179.6998959,102.14,1690787179.6998959,2023-07-31 08:46:21
2023-07-31 09:06:23.966,2023-07-31 09:06:24.067,180.15,116.49,108.72,455.05,176.27,325.67,2023-07-31 09:06:19.699,183.76,33.5,1690787179.6998959,102.14,1690787179.6998959,2023-07-31 08:46:21
2023-07-31 09:06:24.066,2023-07-31 09:06:24.167,146.69,185.36,129.66,424.96,176.59,303.49,2023-07-31 09:06:19.699,183.76,33.5,1690787179.6998959,102.14,1690787179.6998959,2023-07-31 08:46:21
2023-07-31 09:06:24.167,2023-07-31 09:06:24.267,195.01,170.89,183.84,411.51,197.71,343.37,2023-07-31 09:06:19.699,183.76,33.5,1690787179.6998959,102.14,1690787179.6998959,2023-07-31 08:46:21
2023-07-31 09:06:24.267,2023-07-31 09:06:24.367,148.6,102.9,108.04,442.94,109.32,388.94,2023-07-31 09:06:19.699,183.76,33.5,1690787179.6998959,102.14,1690787179.6998959,2023-07-31 08:46:21
2023-07-31 09:06:24.367,2023-07-31 09:06:24.468,134.93,116.06,148.33,414.2,168.72,393.75,2023-07-31 09:06:19.699,183.76,33.5,1690787179.6998959,102.14,1690787179.6998959,2023-07-31 08:46:21
2023-07-31 09:06:24.467,2023-07-31 09:06:24.568,146.56,195.93,179.2,444.75,160.91,371.2,2023-07-31 09:06:19.699,183.76,33.5,1690787179.6998959,102.14,1690787179.6998959,2023-07-31 08:46:21
2023-07-31 09:06:24.568,2023-07-31 09:06:24.668,154.62,158.85,153.77,466.51,130.52,399.42,2023-07-31 09:06:19.699,183.76,33.5,1690787179.6998959,102.14,1690787179.6998959,2023-07-31 08:46:21
2023-07-31 09:06:24.668,2023-07-31 09:06:24.769,138.88,141.15,161.49,403.71,188.11,307.68,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
2023-07-31 09:06:24.768,2023-07-31 09:06:24.869,105.56,197.02,176.98,439.72,152.75,339.95,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
2023-07-31 09:06:24.869,2023-07-31 09:06:24.969,142.4,103.11,115.28,435.38,105.05,393.77,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
2023-07-31 09:06:24.969,2023-07-31 09:06:25.069,161.19,199.81,148.83,441.52,166.34,363.96,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
2023-07-31 09:06:25.069,2023-07-31 09:06:25.170,173.71,101.88,110.81,465.01,128.74,318.75,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
2023-07-31 09:06:25.170,2023-07-31 09:06:25.270,142.63,139.95,149.62,455.29,158.21,376.23,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
2023-07-31 09:06:25.270,2023-07-31 09:06:25.370,192.62,199.99,148.18,482.08,181.3,334.86,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
2023-07-31 09:06:25.370,2023-07-31 09:06:25.470,138.35,158.09,106.99,497.61,185.15,355.85,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
2023-07-31 09:06:25.470,2023-07-31 09:06:25.571,116.02,135.99,182.89,476.56,152.01,362.87,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
2023-07-31 09:06:25.570,2023-07-31 09:06:25.671,159.14,119.49,111.39,408.27,109.41,319.85,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
2023-07-31 09:06:25.670,2023-07-31 09:06:25.771,188.93,108.45,184.6,462.84,152.99,379.12,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
2023-07-31 09:06:25.771,2023-07-31 09:06:25.871,170.04,130.69,169.59,472.39,166.0,337.49,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
2023-07-31 09:06:25.871,2023-07-31 09:06:25.971,104.14,125.83,167.37,432.56,161.59,375.69,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
2023-07-31 09:06:25.971,2023-07-31 09:06:26.072,185.69,136.88,152.97,467.0,194.88,386.21,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
2023-07-31 09:06:26.071,2023-07-31 09:06:26.172,101.71,187.94,168.46,423.75,159.32,334.56,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
2023-07-31 09:06:26.172,2023-07-31 09:06:26.272,174.58,171.79,197.69,409.62,194.08,371.44,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
2023-07-31 09:06:26.272,2023-07-31 09:06:26.372,151.91,170.21,139.92,499.97,121.82,328.67,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
2023-07-31 09:06:26.372,2023-07-31 09:06:26.472,157.1,122.0,120.79,403.99,188.61,344.8,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
2023-07-31 09:06:26.472,2023-07-31 09:06:26.573,173.55,127.54,117.21,467.06,124.57,339.87,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
2023-07-31 09:06:26.572,2023-07-31 09:06:26.673,149.15,163.92,157.32,413.33,134.38,387.16,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
2023-07-31 09:06:26.673,2023-07-31 09:06:26.773,188.02,137.68,118.97,452.18,161.16,381.54,2023-07-31 09:06:24.700,177.85,33.5,1690787184.7002175,127.02,1690787184.7002175,2023-07-31 08:46:21
