TS|(Arduino),TS|(Rpi),CH4|MQ4|Description for MQ4,CO|MQ7|Description for MQ7,Gen|MQ5|Description for MQ5,Alcohol|MQ3|Description for MQ3,NH3|MQ135|Description for MQ135,Comb|MQ2|Description for MQ2,SCD time|SCD41|description SCD41,ppm CO2|SCD41|description SCD41,C|SCD41|description SCD41,ticksC|SCD41|description SCD41,RH|SCD41|description SCD41,ticksRH|SCD41|description SCD41,Session
2023-07-31 09:04:42.968,2023-07-31 09:04:43.068,199.33,110.92,104.83,421.51,190.93,382.89,2023-07-31 09:04:39.689,176.6,32.3,1690787079.6896708,141.97,1690787079.6896708,2023-07-31 08:46:21
2023-07-31 09:04:43.068,2023-07-31 09:04:43.168,155.38,171.13,150.76,422.35,181.75,343.01,2023-07-31 09:04:39.689,176.6,32.3,1690787079.6896708,141.97,1690787079.6896708,2023-07-31 08:46:21
2023-07-31 09:04:43.168,2023-07-31 09:04:43.269,143.75,125.38,192.97,409.31,123.21,348.47,2023-07-31 09:04:39.689,176.6,32.3,1690787079.6896708,141.97,1690787079.6896708,2023-07-31 08:46:21
2023-07-31 09:04:43.268,2023-07-31 09:04:43.369,111.31,113.15,129.2,482.93,140.64,368.6,2023-07-31 09:04:39.689,176.6,32.3,1690787079.6896708,141.97,1690787079.6896708,2023-07-31 08:46:21
2023-07-31 09:04:43.368,2023-07-31 09:04:43.469,118.15,135.86,198.87,470.15,192.88,369.68,2023-07-31 09:04:39.689,176.6,32.3,1690787079.6896708,141.97,1690787079.6896708,2023-07-31 08:46:21
2023-07-31 09:04:43.469,2023-07-31 09:04:43.569,104.71,192.03,195.51,487.17,191.63,311.04,2023-07-31 09:04:39.689,176.6,32.3,1690787079.6896708,141.97,1690787079.6896708,2023-07-31 08:46:21
2023-07-31 09:04:43.569,2023-07-31 09:04:43.669,156.15,142.31,192.8,495.75,153.81,338.87,2023-07-31 09:04:39.689,176.6,32.3,1690787079.6896708,141.97,1690787079.6896708,2023-07-31 08:46:21
2023-07-31 09:04:43.669,2023-07-31 09:04:43.770,172.36,165.5,122.01,403.25,132.54,340.96,2023-07-31 09:04:39.689,176.6,32.3,1690787079.6896708,141.97,1690787079.6896708,2023-07-31 08:46:21
2023-07-31 09:04:43.769,2023-07-31 09:04:43.870,157.13,189.99,179.55,435.92,112.59,393.15,2023-07-31 09:04:39.689,176.6,32.3,1690787079.6896708,141.97,1690787079.6896708,2023-07-31 08:46:21
2023-07-31 09:04:43.870,2023-07-31 09:04:43.970,161.01,194.81,150.06,496.5,193.71,324.89,2023-07-31 09:04:39.689,176.6,32.3,1690787079.6896708,141.97,1690787079.6896708,2023-07-31 08:46:21
2023-07-31 09:04:43.970,2023-07-31 09:04:44.070,141.58,172.79,148.49,477.32,121.28,353.1,2023-07-31 09:04:39.689,176.6,32.3,1690787079.6896708,141.97,1690787079.6896708,2023-07-31 08:46:21
2023-07-31 09:04:44.070,2023-07-31 09:04:44.171,126.32,152.17,180.22,470.38,174.76,334.8,2023-07-31 09:04:39.689,176.6,32.3,1690787079.6896708,141.97,1690787079.6896708,2023-07-31 08:46:21
2023-07-31 09:04:44.171,2023-07-31 09:04:44.271,141.92,181.39,154.92,493.62,112.54,395.13,2023-07-31 09:04:39.689,176.6,32.3,1690787079.6896708,141.97,1690787079.6896708,2023-07-31 08:46:21
2023-07-31 09:04:44.271,2023-07-31 09:04:44.371,177.54,183.45,131.45,466.77,162.79,373.5,2023-07-31 09:04:39.689,176.6,32.3,1690787079.6896708,141.97,1690787079.6896708,2023-07-31 08:46:21
2023-07-31 09:04:44.371,2023-07-31 09:04:44.472,133.75,102.0,178.64,471.31,173.12,361.75,2023-07-31 09:04:39.689,176.6,32.3,1690787079.6896708,141.97,1690787079.6896708,2023-07-31 08:46:21
2023-07-31 09:04:44.471,2023-07-31 09:04:44.572,190.13,153.77,153.9,401.35,135.26,376.47,2023-07-31 09:04:39.689,176.6,32.3,1690787079.6896708,141.97,1690787079.6896708,2023-07-31 08:46:21
2023-07-31 09:04:44.572,2023-07-31 09:04:44.672,139.08,176.36,152.34,458.38,109.01,328.63,2023-07-31 09:04:39.689,176.6,32.3,1690787079.6896708,141.97,1690787079.6896708,2023-07-31 08:46:21
2023-07-31 09:04:44.672,2023-07-31 09:04:44.772,181.46,167.39,189.52,474.43,135.49,327.3,2023-07-31 09:04:44.689,167.46,30.7,1690787084.6899378,131.78,1690787084.6899378,2023-07-31 08:46:21
2023-07-31 09:04:44.772,2023-07-31 09:04:44.873,167.19,164.34,150.27,425.28,171.32,373.17,2023-07-31 09:04:44.689,167.46,30.7,1690787084.6899378,131.78,1690787084.6899378,2023-07-31 08:46:21
2023-07-31 09:04:44.872,2023-07-31 09:04:44.973,181.97,124.37,160.83,446.2,163.23,301.2,2023-07-31 09:04:44.689,167.46,30.7,1690787084.6899378,131.78,1690787084.6899378,2023-07-31 08:46:21
2023-07-31 09:04:44.973,2023-07-31 09:04:45.073,167.35,191.45,121.89,431.04,176.7,380.47,2023-07-31 09:04:44.689,167.46,30.7,1690787084.6899378,131.78,1690787084.6899378,2023-07-31 08:46:21
2023-07-31 09:04:45.073,2023-07-31 09:04:45.173,114.06,151.39,140.17,414.46,123.84,392.71,2023-07-31 09:04:44.689,167.46,30.7,1690787084.6899378,131.78,1690787084.6899378,2023-07-31 08:46:21
2023-07-31 09:04:45.173,2023-07-31 09:04:45.274,117.39,199.67,178.04,462.94,177.33,397.87,2023-07-31 09:04:44.689,167.46,30.7,1690787084.6899378,131.78,1690787084.6899378,2023-07-31 08:46:21
