TS|(Arduino),TS|(Rpi),CH4|MQ4|Description for MQ4,CO|MQ7|Description for MQ7,Gen|MQ5|Description for MQ5,Alcohol|MQ3|Description for MQ3,NH3|MQ135|Description for MQ135,Comb|MQ2|Description for MQ2,SCD time|SCD41|description SCD41,ppm CO2|SCD41|description SCD41,C|SCD41|description SCD41,ticksC|SCD41|description SCD41,RH|SCD41|description SCD41,ticksRH|SCD41|description SCD41,Session
2023-07-31 08:53:00.943,2023-07-31 08:53:01.043,156.37,115.26,177.24,469.58,145.96,306.24,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:01.043,2023-07-31 08:53:01.143,165.26,117.13,162.65,441.04,124.37,373.58,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:01.143,2023-07-31 08:53:01.244,113.24,190.78,146.34,482.86,120.97,358.16,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:01.243,2023-07-31 08:53:01.344,191.62,125.15,189.97,477.75,163.04,323.18,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:01.344,2023-07-31 08:53:01.444,110.33,155.4,174.12,493.35,138.33,331.06,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:01.444,2023-07-31 08:53:01.545,181.13,169.13,102.92,435.05,123.44,326.79,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:01.544,2023-07-31 08:53:01.645,192.01,115.64,124.0,492.28,122.23,339.24,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:01.645,2023-07-31 08:53:01.745,145.54,139.76,118.19,406.96,195.19,305.06,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:01.745,2023-07-31 08:53:01.845,100.28,141.13,199.85,449.79,172.18,336.09,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:01.845,2023-07-31 08:53:01.946,101.32,123.09,161.33,475.31,181.13,346.01,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:01.945,2023-07-31 08:53:02.046,163.4,161.51,198.06,437.41,165.05,386.25,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:02.046,2023-07-31 08:53:02.146,160.41,153.48,125.92,487.2,134.44,366.69,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:02.146,2023-07-31 08:53:02.246,121.54,198.76,160.74,412.48,164.55,358.34,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:02.246,2023-07-31 08:53:02.347,138.29,175.79,136.02,416.35,159.98,312.46,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:02.346,2023-07-31 08:53:02.447,113.9,122.48,159.54,466.59,169.24,360.17,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:02.447,2023-07-31 08:53:02.547,149.93,159.13,196.96,429.26,176.91,300.54,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:02.547,2023-07-31 08:53:02.647,190.74,123.43,128.05,430.25,106.86,325.78,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:02.647,2023-07-31 08:53:02.747,192.53,114.28,182.0,492.45,194.37,317.73,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:02.747,2023-07-31 08:53:02.848,110.45,128.37,182.03,486.44,196.8,329.22,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:02.848,2023-07-31 08:53:02.948,129.63,133.27,162.81,404.06,186.4,336.62,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:02.948,2023-07-31 08:53:03.048,189.72,192.21,192.65,404.7,182.54,318.45,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:03.048,2023-07-31 08:53:03.148,131.98,140.75,151.21,475.97,192.62,314.76,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:03.148,2023-07-31 08:53:03.249,146.35,137.52,101.24,423.2,194.6,305.56,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:03.248,2023-07-31 08:53:03.349,102.45,188.3,128.76,489.18,163.46,363.54,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:03.349,2023-07-31 08:53:03.449,135.82,158.34,178.06,492.25,118.63,384.12,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:03.449,2023-07-31 08:53:03.549,154.63,123.1,142.67,460.87,157.72,343.34,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:03.549,2023-07-31 08:53:03.650,114.68,191.78,146.03,419.8,113.43,394.72,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:03.649,2023-07-31 08:53:03.750,138.21,185.34,124.38,481.57,136.32,363.68,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:03.750,2023-07-31 08:53:03.850,152.53,170.66,162.36,456.84,164.29,381.96,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:03.850,2023-07-31 08:53:03.950,143.73,164.19,149.05,423.67,155.8,371.54,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:03.950,2023-07-31 08:53:04.050,152.5,151.21,188.46,409.7,197.91,307.02,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:04.050,2023-07-31 08:53:04.151,102.4,127.95,124.28,453.79,156.64,345.88,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:04.150,2023-07-31 08:53:04.251,177.08,153.47,141.54,420.52,103.67,378.37,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:04.251,2023-07-31 08:53:04.351,108.8,113.98,150.82,424.72,180.22,368.06,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:04.351,2023-07-31 08:53:04.451,168.38,197.3,110.31,478.69,130.32,342.11,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:04.451,2023-07-31 08:53:04.552,121.69,141.53,106.35,432.41,177.48,359.25,2023-07-31 08:52:59.612,172.9,35.4,1690786379.6126559,106.43,1690786379.6126559,2023-07-31 08:46:21
2023-07-31 08:53:04.551,2023-07-31 08:53:04.652,161.09,150.6,103.78,428.35,115.92,394.88,2023-07-31 08:53:04.613,192.25,31.6,1690786384.6131096,124.67,1690786384.6131096,2023-07-31 08:46:21
2023-07-31 08:53:04.652,2023-07-31 08:53:04.752,132.94,112.76,129.06,482.22,151.73,329.12,2023-07-31 08:53:04.613,192.25,31.6,1690786384.6131096,124.67,1690786384.6131096,2023-07-31 08:46:21
2023-07-31 08:53:04.752,2023-07-31 08:53:04.852,148.45,132.06,158.58,413.87,169.77,350.19,2023-07-31 08:53:04.613,192.25,31.6,1690786384.6131096,124.67,1690786384.6131096,2023-07-31 08:46:21
2023-07-31 08:53:04.852,2023-07-31 08:53:04.952,131.97,109.36,183.51,408.46,144.94,354.6,2023-07-31 08:53:04.613,192.25,31.6,1690786384.6131096,124.67,1690786384.6131096,2023-07-31 08:46:21
2023-07-31 08:53:04.952,2023-07-31 08:53:05.053,126.35,102.56,121.49,400.73,138.79,334.35,2023-07-31 08:53:04.613,192.25,31.6,1690786384.6131096,124.67,1690786384.6131096,2023-07-31 08:46:21
2023-07-31 08:53:05.052,2023-07-31 08:53:05.153,123.11,136.05,124.94,407.19,111.48,306.21,2023-07-31 08:53:04.613,192.25,31.6,1690786384.6131096,124.67,1690786384.6131096,2023-07-31 08:46:21
2023-07-31 08:53:05.152,2023-07-31 08:53:05.253,193.32,120.89,135.08,463.63,189.01,349.81,2023-07-31 08:53:04.613,192.25,31.6,1690786384.6131096,124.67,1690786384.6131096,2023-07-31 08:46:21
2023-07-31 08:53:05.253,2023-07-31 08:53:05.353,143.31,136.31,120.28,453.3,119.19,301.69,2023-07-31 08:53:04.613,192.25,31.6,1690786384.6131096,124.67,1690786384.6131096,2023-07-31 08:46:21
