TS|(Arduino),TS|(Rpi),CH4|MQ4|Description for MQ4,CO|MQ7|Description for MQ7,Gen|MQ5|Description for MQ5,Alcohol|MQ3|Description for MQ3,NH3|MQ135|Description for MQ135,Comb|MQ2|Description for MQ2,SCD time|SCD41|description SCD41,ppm CO2|SCD41|description SCD41,C|SCD41|description SCD41,ticksC|SCD41|description SCD41,RH|SCD41|description SCD41,ticksRH|SCD41|description SCD41,Session
2023-07-31 08:59:42.046,2023-07-31 08:59:42.146,125.2,189.5,192.83,436.18,173.37,385.03,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:42.146,2023-07-31 08:59:42.247,166.75,124.21,171.76,440.28,181.98,363.35,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:42.246,2023-07-31 08:59:42.347,197.15,103.03,102.33,443.83,118.98,380.56,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:42.347,2023-07-31 08:59:42.447,116.64,113.92,133.53,430.68,102.59,319.05,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:42.447,2023-07-31 08:59:42.548,108.52,131.04,167.15,425.89,136.02,357.68,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:42.547,2023-07-31 08:59:42.648,184.32,138.35,131.07,490.32,156.95,319.73,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:42.648,2023-07-31 08:59:42.748,146.47,188.5,199.25,443.31,154.03,373.63,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:42.748,2023-07-31 08:59:42.849,168.91,181.43,134.36,454.0,171.89,304.95,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:42.848,2023-07-31 08:59:42.949,110.29,126.31,106.68,410.9,184.99,395.76,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:42.948,2023-07-31 08:59:43.049,146.92,131.5,120.34,446.06,102.92,308.43,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:43.049,2023-07-31 08:59:43.149,124.61,135.82,192.85,491.98,184.48,332.51,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:43.149,2023-07-31 08:59:43.250,143.88,172.43,139.89,489.57,165.42,317.45,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:43.249,2023-07-31 08:59:43.350,162.76,185.06,163.71,473.23,189.18,374.68,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:43.350,2023-07-31 08:59:43.450,129.45,146.97,130.23,480.76,104.95,338.33,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:43.450,2023-07-31 08:59:43.551,170.31,166.04,135.22,449.44,177.34,301.95,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:43.550,2023-07-31 08:59:43.651,183.54,124.83,148.3,450.33,108.11,318.74,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:43.651,2023-07-31 08:59:43.751,154.73,143.73,158.73,486.78,193.52,387.59,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:43.751,2023-07-31 08:59:43.851,149.03,121.0,186.02,415.62,142.17,356.31,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:43.851,2023-07-31 08:59:43.952,165.45,109.97,109.07,460.55,156.03,334.23,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:43.951,2023-07-31 08:59:44.052,163.32,128.92,196.4,400.24,110.66,340.08,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:44.052,2023-07-31 08:59:44.152,171.21,199.31,192.52,471.98,198.97,379.1,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:44.152,2023-07-31 08:59:44.253,141.93,119.8,164.56,425.72,168.04,390.15,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:44.252,2023-07-31 08:59:44.353,102.4,140.55,123.49,484.51,112.86,328.37,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:44.353,2023-07-31 08:59:44.453,194.69,131.76,153.94,416.24,118.09,391.61,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:44.453,2023-07-31 08:59:44.553,160.97,179.9,142.7,465.57,151.03,361.87,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:44.553,2023-07-31 08:59:44.653,196.88,148.21,109.99,458.06,186.43,397.46,2023-07-31 08:59:39.658,117.06,34.1,1690786779.6585908,129.56,1690786779.6585908,2023-07-31 08:46:21
2023-07-31 08:59:44.653,2023-07-31 08:59:44.754,140.22,143.21,165.13,462.6,128.83,399.6,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:44.753,2023-07-31 08:59:44.854,108.93,158.95,123.44,484.78,113.09,319.71,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:44.854,2023-07-31 08:59:44.954,189.99,144.94,146.94,477.99,168.53,396.08,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:44.954,2023-07-31 08:59:45.055,135.07,192.39,197.88,408.9,111.2,319.91,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:45.054,2023-07-31 08:59:45.155,140.37,192.35,140.68,483.7,135.58,365.5,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:45.155,2023-07-31 08:59:45.255,143.64,100.97,176.8,466.85,150.21,317.05,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:45.255,2023-07-31 08:59:45.355,155.0,119.96,184.26,499.59,142.45,387.47,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:45.355,2023-07-31 08:59:45.456,123.61,144.84,167.3,427.47,102.89,337.75,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:45.456,2023-07-31 08:59:45.556,167.59,149.26,157.12,490.98,169.56,392.07,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:45.556,2023-07-31 08:59:45.656,176.75,189.56,174.47,409.81,111.07,351.83,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:45.656,2023-07-31 08:59:45.757,130.16,142.67,151.96,485.98,104.26,347.29,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:45.756,2023-07-31 08:59:45.857,188.44,164.94,105.1,421.92,199.43,388.27,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:45.857,2023-07-31 08:59:45.957,188.9,177.39,120.22,418.62,150.68,316.77,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:45.957,2023-07-31 08:59:46.058,140.22,184.57,162.87,475.15,125.34,302.27,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:46.057,2023-07-31 08:59:46.158,127.16,122.71,193.17,421.01,182.41,342.29,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:46.158,2023-07-31 08:59:46.258,176.38,164.18,173.06,481.65,137.97,340.64,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:46.258,2023-07-31 08:59:46.359,127.67,174.41,119.76,418.79,134.79,389.7,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:46.358,2023-07-31 08:59:46.459,115.52,111.1,165.06,435.59,111.44,349.45,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:46.459,2023-07-31 08:59:46.559,151.39,144.11,141.03,415.44,146.89,322.11,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:46.559,2023-07-31 08:59:46.659,114.84,106.41,107.31,404.46,134.47,331.38,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:46.659,2023-07-31 08:59:46.760,129.38,177.25,152.06,439.91,155.75,395.37,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:46.759,2023-07-31 08:59:46.860,111.92,149.03,142.54,406.68,162.02,395.18,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:46.860,2023-07-31 08:59:46.960,149.28,119.25,128.55,417.3,150.19,312.45,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:46.960,2023-07-31 08:59:47.061,115.16,177.53,181.25,473.86,109.53,373.28,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:47.060,2023-07-31 08:59:47.161,124.4,126.32,100.44,482.38,122.39,331.24,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:47.161,2023-07-31 08:59:47.261,128.66,163.97,152.2,430.86,153.24,309.81,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:47.261,2023-07-31 08:59:47.362,161.4,193.36,136.58,429.54,113.86,339.06,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:47.361,2023-07-31 08:59:47.462,189.21,129.59,129.06,497.43,151.74,311.59,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:47.462,2023-07-31 08:59:47.562,153.27,117.1,131.56,440.71,157.75,346.05,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:47.562,2023-07-31 08:59:47.662,158.21,132.23,116.46,451.19,104.9,397.46,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:47.662,2023-07-31 08:59:47.763,129.13,131.86,138.29,409.11,181.73,357.66,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:47.762,2023-07-31 08:59:47.863,198.35,142.53,197.23,439.36,136.15,375.02,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:47.863,2023-07-31 08:59:47.963,111.29,115.34,191.69,424.32,175.35,391.66,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:47.963,2023-07-31 08:59:48.064,116.69,188.47,153.61,447.31,175.96,302.22,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:48.063,2023-07-31 08:59:48.164,147.23,142.97,186.34,445.92,110.91,397.35,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:48.164,2023-07-31 08:59:48.264,171.5,134.56,158.44,468.71,166.05,386.91,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:48.264,2023-07-31 08:59:48.364,196.6,189.76,157.98,438.67,175.8,348.26,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:48.364,2023-07-31 08:59:48.464,122.36,154.45,155.84,484.27,168.96,326.67,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:48.464,2023-07-31 08:59:48.565,148.61,190.47,108.92,476.68,123.57,342.49,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:48.565,2023-07-31 08:59:48.665,172.91,162.31,109.08,480.69,130.12,397.14,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:48.665,2023-07-31 08:59:48.765,159.48,134.29,178.0,429.69,102.95,392.62,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:48.765,2023-07-31 08:59:48.866,100.34,157.17,127.96,410.0,178.11,346.56,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:48.865,2023-07-31 08:59:48.966,196.75,108.07,163.24,455.13,128.71,332.31,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:48.966,2023-07-31 08:59:49.066,137.08,180.43,182.83,483.35,184.76,369.01,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:49.066,2023-07-31 08:59:49.166,198.27,132.39,162.83,499.12,114.79,362.53,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:49.166,2023-07-31 08:59:49.267,120.08,106.43,144.85,402.17,191.05,307.7,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:49.266,2023-07-31 08:59:49.367,118.11,166.97,166.0,418.99,186.65,388.54,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:49.367,2023-07-31 08:59:49.467,115.61,145.36,145.69,447.37,145.24,317.68,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:49.467,2023-07-31 08:59:49.568,138.17,116.31,179.96,402.27,182.23,315.17,2023-07-31 08:59:44.659,156.55,32.3,1690786784.6593359,158.0,1690786784.6593359,2023-07-31 08:46:21
2023-07-31 08:59:49.567,2023-07-31 08:59:49.668,153.23,173.61,103.81,405.54,191.66,307.06,2023-07-31 08:59:49.660,159.15,35.9,1690786789.6600187,198.06,1690786789.6600187,2023-07-31 08:46:21
2023-07-31 08:59:49.668,2023-07-31 08:59:49.768,168.26,105.05,190.45,421.41,155.29,383.17,2023-07-31 08:59:49.660,159.15,35.9,1690786789.6600187,198.06,1690786789.6600187,2023-07-31 08:46:21
2023-07-31 08:59:49.768,2023-07-31 08:59:49.869,156.8,189.01,106.02,436.26,100.93,384.2,2023-07-31 08:59:49.660,159.15,35.9,1690786789.6600187,198.06,1690786789.6600187,2023-07-31 08:46:21
2023-07-31 08:59:49.868,2023-07-31 08:59:49.969,101.59,175.63,166.27,432.84,140.37,387.49,2023-07-31 08:59:49.660,159.15,35.9,1690786789.6600187,198.06,1690786789.6600187,2023-07-31 08:46:21
2023-07-31 08:59:49.969,2023-07-31 08:59:50.069,192.95,170.43,170.26,406.66,100.18,368.99,2023-07-31 08:59:49.660,159.15,35.9,1690786789.6600187,198.06,1690786789.6600187,2023-07-31 08:46:21
2023-07-31 08:59:50.069,2023-07-31 08:59:50.169,172.4,145.19,163.67,487.06,157.18,329.53,2023-07-31 08:59:49.660,159.15,35.9,1690786789.6600187,198.06,1690786789.6600187,2023-07-31 08:46:21
2023-07-31 08:59:50.169,2023-07-31 08:59:50.270,137.99,100.89,124.75,401.39,112.27,314.41,2023-07-31 08:59:49.660,159.15,35.9,1690786789.6600187,198.06,1690786789.6600187,2023-07-31 08:46:21
2023-07-31 08:59:50.270,2023-07-31 08:59:50.370,172.58,141.1,112.96,475.1,196.91,348.27,2023-07-31 08:59:49.660,159.15,35.9,1690786789.6600187,198.06,1690786789.6600187,2023-07-31 08:46:21
2023-07-31 08:59:50.370,2023-07-31 08:59:50.470,190.11,125.37,162.78,492.8,188.41,352.23,2023-07-31 08:59:49.660,159.15,35.9,1690786789.6600187,198.06,1690786789.6600187,2023-07-31 08:46:21
2023-07-31 08:59:50.470,2023-07-31 08:59:50.571,140.08,156.26,149.42,475.58,119.09,318.61,2023-07-31 08:59:49.660,159.15,35.9,1690786789.6600187,198.06,1690786789.6600187,2023-07-31 08:46:21
2023-07-31 08:59:50.570,2023-07-31 08:59:50.671,148.14,119.94,178.71,421.33,145.51,377.09,2023-07-31 08:59:49.660,159.15,35.9,1690786789.6600187,198.06,1690786789.6600187,2023-07-31 08:46:21
2023-07-31 08:59:50.671,2023-07-31 08:59:50.771,175.28,108.09,110.8,482.85,169.08,333.01,2023-07-31 08:59:49.660,159.15,35.9,1690786789.6600187,198.06,1690786789.6600187,2023-07-31 08:46:21
2023-07-31 08:59:50.771,2023-07-31 08:59:50.872,155.81,134.78,114.0,410.07,115.71,332.61,2023-07-31 08:59:49.660,159.15,35.9,1690786789.6600187,198.06,1690786789.6600187,2023-07-31 08:46:21
2023-07-31 08:59:50.871,2023-07-31 08:59:50.972,124.64,147.45,125.12,443.18,197.73,348.49,2023-07-31 08:59:49.660,159.15,35.9,1690786789.6600187,198.06,1690786789.6600187,2023-07-31 08:46:21
2023-07-31 08:59:50.972,2023-07-31 08:59:51.072,190.99,101.4,135.62,447.66,190.29,326.45,2023-07-31 08:59:49.660,159.15,35.9,1690786789.6600187,198.06,1690786789.6600187,2023-07-31 08:46:21
2023-07-31 08:59:51.072,2023-07-31 08:59:51.172,132.23,157.51,138.64,493.61,179.47,311.0,2023-07-31 08:59:49.660,159.15,35.9,1690786789.6600187,198.06,1690786789.6600187,2023-07-31 08:46:21
2023-07-31 08:59:51.172,2023-07-31 08:59:51.273,160.77,118.14,197.36,476.63,169.07,313.56,2023-07-31 08:59:49.660,159.15,35.9,1690786789.6600187,198.06,1690786789.6600187,2023-07-31 08:46:21
2023-07-31 08:59:51.272,2023-07-31 08:59:51.373,113.69,161.63,114.58,461.9,192.22,305.05,2023-07-31 08:59:49.660,159.15,35.9,1690786789.6600187,198.06,1690786789.6600187,2023-07-31 08:46:21
2023-07-31 08:59:51.373,2023-07-31 08:59:51.473,178.73,133.71,124.92,425.92,101.32,336.99,2023-07-31 08:59:49.660,159.15,35.9,1690786789.6600187,198.06,1690786789.6600187,2023-07-31 08:46:21
2023-07-31 08:59:51.473,2023-07-31 08:59:51.574,152.71,141.98,138.83,478.35,102.62,391.22,2023-07-31 08:59:49.660,159.15,35.9,1690786789.6600187,198.06,1690786789.6600187,2023-07-31 08:46:21
