TS|(Overall),TS|(Rpi),CH4|MQ4|Description for MQ4,CO|MQ7|Description for MQ7,Gen|MQ5|Description for MQ5,Alcohol|MQ3|Description for MQ3,NH3|MQ135|Description for MQ135,Comb|MQ2|Description for MQ2,SCDtime|SCD41|descriptionSCD41,CO2|SCD41|descriptionSCD41,C|SCD41|descriptionSCD41,ticksC|SCD41|description SCD41,RH|SCD41|description SCD41,ticksRH|SCD41|description SCD41,Session
2023-12-07 10:15:38.759,2023-12-07 10:10:22.699,198.00,26.00,96.00,146.00,100.00,139.00,2023-12-07 10:10:17.874,671,9.054641723632812,20243,63.45062255859375,41583,2023-12-07 09:59:18
2023-12-07 10:15:38.951,2023-12-07 10:10:22.898,198.00,26.00,95.00,145.00,100.00,139.00,2023-12-07 10:10:22.884,638,9.01458740234375,20228,63.24615478515625,41449,2023-12-07 09:59:18
2023-12-07 10:15:39.144,2023-12-07 10:10:23.091,198.00,26.00,96.00,146.00,99.00,139.00,2023-12-07 10:10:22.884,638,9.01458740234375,20228,63.24615478515625,41449,2023-12-07 09:59:18
2023-12-07 10:15:39.335,2023-12-07 10:10:23.278,199.00,26.00,96.00,146.00,99.00,138.00,2023-12-07 10:10:22.884,638,9.01458740234375,20228,63.24615478515625,41449,2023-12-07 09:59:18
2023-12-07 10:15:39.528,2023-12-07 10:10:23.476,198.00,26.00,96.00,145.00,100.00,139.00,2023-12-07 10:10:22.884,638,9.01458740234375,20228,63.24615478515625,41449,2023-12-07 09:59:18
2023-12-07 10:15:39.719,2023-12-07 10:10:23.658,198.00,26.00,95.00,146.00,100.00,139.00,2023-12-07 10:10:22.884,638,9.01458740234375,20228,63.24615478515625,41449,2023-12-07 09:59:18
2023-12-07 10:15:39.912,2023-12-07 10:10:23.861,198.00,26.00,95.00,146.00,100.00,139.00,2023-12-07 10:10:22.884,638,9.01458740234375,20228,63.24615478515625,41449,2023-12-07 09:59:18
2023-12-07 10:15:40.104,2023-12-07 10:10:24.048,198.00,26.00,95.00,146.00,100.00,139.00,2023-12-07 10:10:22.884,638,9.01458740234375,20228,63.24615478515625,41449,2023-12-07 09:59:18
2023-12-07 10:15:40.297,2023-12-07 10:10:24.238,198.00,26.00,96.00,146.00,100.00,139.00,2023-12-07 10:10:22.884,638,9.01458740234375,20228,63.24615478515625,41449,2023-12-07 09:59:18
2023-12-07 10:15:40.489,2023-12-07 10:10:24.428,196.00,27.00,95.00,146.00,99.00,138.00,2023-12-07 10:10:22.884,638,9.01458740234375,20228,63.24615478515625,41449,2023-12-07 09:59:18
